num_tiles,init_std,digital_accuracies,digital_losses
4,0.04,"[[0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1169, 0.1135, 0.1135, 0.2186, 0.3878, 0.6453, 0.7772, 0.8398, 0.8732, 0.8884, 0.8987, 0.908, 0.9144, 0.9198, 0.9245, 0.9284, 0.9315, 0.9347, 0.9375, 0.9395, 0.9439, 0.948, 0.9485, 0.9495, 0.9529, 0.9546, 0.9575, 0.9574, 0.9593, 0.9603, 0.9619, 0.9635, 0.9646, 0.9655, 0.9657, 0.9668, 0.9683, 0.9684, 0.97]]","[2.3011279788970946, 2.301350706863403, 2.301574835586548, 2.3011148067474365, 2.3012547565460206, 2.3012316818237304, 2.301463010406494, 2.3012321216583254, 2.3012815696716307, 2.3009139022827148, 2.300449486541748, 2.300821277999878, 2.3003712516784667, 2.296644318008423, 2.2822189083099365, 2.1420357593536377, 1.196750036239624, 0.6750616234779357, 0.5113665522098542, 0.42599244077205656, 0.3862999604821205, 0.34277315697669986, 0.31272173199653625, 0.29152734442949296, 0.2706325971364975, 0.25356528279781343, 0.24407134380340575, 0.23010076632499696, 0.21930890882015228, 0.20656252160072328, 0.19652650924921036, 0.18457035608291625, 0.17217877182960512, 0.16583922372609378, 0.1603268668293953, 0.15277947311401366, 0.14845924171209335, 0.14344105960726738, 0.13854516136646272, 0.1330855190604925, 0.12994989609718322, 0.12490684659481048, 0.1232105733603239, 0.11821377120614052, 0.11740707449913025, 0.11567200773954392, 0.1146915736168623, 0.11161617851853371, 0.10880615918594412, 0.10732028170824051]"
4,0.06,"[[0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1389, 0.2208, 0.4606, 0.6155, 0.7411, 0.8033, 0.836, 0.8605, 0.8779, 0.8847, 0.8946, 0.8981, 0.9079, 0.9155, 0.9194, 0.9197, 0.9248, 0.9271, 0.9325, 0.9378, 0.9386, 0.9404, 0.9438, 0.948, 0.951, 0.9532, 0.954, 0.9556, 0.9556, 0.9574, 0.9575, 0.9582, 0.9599, 0.9619, 0.9619, 0.9641, 0.9659, 0.968, 0.9681, 0.969, 0.9692, 0.9698, 0.9703]]","[2.3010510383605958, 2.3012857872009276, 2.301508358001709, 2.301274873352051, 2.3013640296936035, 2.3012295505523683, 2.3015567359924316, 2.300722369384766, 2.3009135372161866, 2.3007181900024416, 2.2988243759155274, 2.2960939376831053, 2.286860567474365, 2.2408977424621583, 1.9438263439178467, 1.1453671444892883, 0.7561079986572266, 0.5916633887290954, 0.5111943814277649, 0.4482354594230652, 0.40146248359680176, 0.3782966752052307, 0.3466597782611847, 0.336543746137619, 0.30956797952651977, 0.2876192254900932, 0.2693821141719818, 0.264100354552269, 0.25050556457042694, 0.23818300263285636, 0.228342657661438, 0.20711681491136552, 0.20181726396083832, 0.19396998891830444, 0.18182058792114258, 0.17512449907660485, 0.1655213167488575, 0.1569507603764534, 0.15268573517203332, 0.1454572035431862, 0.14351600503623485, 0.14174310284256936, 0.1362662124276161, 0.1362099757730961, 0.12917186168134212, 0.12361115289926529, 0.12113439704179764, 0.11574909918885679, 0.11300611619353294, 0.10764664066433907, 0.10578607045412064, 0.10372856199517846, 0.10276843735575676, 0.10351322965323925, 0.10216362181752921]"
4,0.08,"[[0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1476, 0.4066, 0.6386, 0.7767, 0.8226, 0.8484, 0.8653, 0.882, 0.8892, 0.9004, 0.9038, 0.9075, 0.9141, 0.9166, 0.9209, 0.9249, 0.9283, 0.9324, 0.9337, 0.9367, 0.9375, 0.9398, 0.9426, 0.9439, 0.9457, 0.9499, 0.952, 0.9537, 0.9535, 0.9551, 0.9564, 0.9573, 0.9583, 0.9584, 0.9595, 0.9606, 0.9616, 0.9616, 0.964, 0.9646, 0.9646, 0.966, 0.9676, 0.9661, 0.9667, 0.9686, 0.9685, 0.9701]]","[2.3016770973205567, 2.3016746570587157, 2.3011226055145264, 2.3020879444122313, 2.3017592872619628, 2.3014892684936523, 2.301011513900757, 2.3015975646972655, 2.30146082611084, 2.301478369140625, 2.301152965927124, 2.3011970893859863, 2.3018624267578125, 2.301254584121704, 2.301182876586914, 2.30146029586792, 2.3013195964813233, 2.3013828678131105, 2.300080467224121, 2.295914897918701, 2.2696006011962893, 1.8674003692626953, 1.0557692375183105, 0.6935982946395874, 0.5610725269794464, 0.49327987756729125, 0.4393056789398193, 0.3974524425983429, 0.3781066643714905, 0.3462614374041557, 0.32636003913879397, 0.3110020741581917, 0.2876242428779602, 0.27726928920745847, 0.26406383328437805, 0.2551849827528, 0.24064325330257416, 0.2272447995185852, 0.22411043639183045, 0.20962234084159137, 0.20575357382297516, 0.19857901518344878, 0.19013124763965605, 0.18724640254974365, 0.1806464511871338, 0.168916783618927, 0.16249272677898408, 0.15723228635787964, 0.15230029625892638, 0.1447986835002899, 0.14227606735229492, 0.13678907513022423, 0.13682379112243653, 0.1320717129766941, 0.12869699833095075, 0.12849313179999589, 0.12188724007606506, 0.12579120255112647, 0.1176989831507206, 0.11988459139168263, 0.11409459053836762, 0.11606213391460478, 0.11094171245843172, 0.11017750258632004, 0.10987309410870075, 0.10716578539907932, 0.1050900105111301, 0.10366616969704628]"
4,0.1,"[[0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1772, 0.3417, 0.4713, 0.5961, 0.7223, 0.7905, 0.827, 0.8529, 0.8683, 0.8766, 0.8825, 0.8894, 0.8934, 0.9004, 0.9073, 0.9144, 0.9157, 0.9175, 0.9192, 0.9224, 0.9237, 0.9265, 0.9271, 0.9304, 0.9332, 0.9357, 0.9398, 0.942, 0.9425, 0.9457, 0.9466, 0.9505, 0.9492, 0.951, 0.9533, 0.9534, 0.9563, 0.9576, 0.96, 0.9595, 0.9623, 0.962, 0.9637, 0.9655, 0.9651, 0.9648, 0.9669, 0.9657, 0.9661, 0.9691, 0.9692, 0.9684, 0.9705]]","[2.3015062953948973, 2.3010914390563966, 2.301062326812744, 2.3010765575408936, 2.3015923164367678, 2.3012162227630615, 2.301338779067993, 2.301393780517578, 2.301299089050293, 2.3013078693389892, 2.300782260131836, 2.3005714988708497, 2.3004710472106935, 2.2989943046569823, 2.2987354682922363, 2.2967161808013916, 2.2913032554626467, 2.2537758609771728, 1.9499561946868897, 1.324066473197937, 0.9117320102691651, 0.6833790169715881, 0.5602056191444397, 0.4836494747161865, 0.4372328395843506, 0.40699744851589204, 0.3923820622444153, 0.36408570885658265, 0.3449572615087032, 0.32522452166080473, 0.3045054177761078, 0.2899321388244629, 0.2831672737121582, 0.2763634095430374, 0.27034887932240964, 0.2575699692487717, 0.2526190239191055, 0.24239600629806518, 0.23818872596621513, 0.22783744323253632, 0.2200669627904892, 0.21028445855379105, 0.19533457552567124, 0.18686113888174297, 0.18100165922641753, 0.1732717028617859, 0.17148563323020935, 0.16101841164529324, 0.16049719676971436, 0.15782582082152366, 0.15113936309069395, 0.15057797393202782, 0.14416094723269343, 0.1370529150649905, 0.1315942959189415, 0.1314833371579647, 0.12517486389875412, 0.12374068424105644, 0.1216704783141613, 0.11833469040989876, 0.11542079994231462, 0.11454141502082348, 0.11089346668720246, 0.11285669911801816, 0.11010009740293027, 0.10487123616933823, 0.10344029880464077, 0.10230991459339857, 0.09833084896989167]"
8,-1.0,"[[0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1028, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1028, 0.1135, 0.2832, 0.6503, 0.7747, 0.8269, 0.8596, 0.8719, 0.8815, 0.8953, 0.8992, 0.907, 0.9103, 0.9151, 0.9183, 0.9209, 0.9246, 0.9308, 0.9324, 0.9366, 0.9378, 0.9407, 0.9419, 0.9417, 0.9447, 0.947, 0.9491, 0.9511, 0.9538, 0.9552, 0.9571, 0.9585, 0.9572, 0.9585, 0.9601, 0.9599, 0.9599, 0.9616, 0.9638, 0.9636, 0.9639, 0.964, 0.9653, 0.9659, 0.9661, 0.9662, 0.9687, 0.9691, 0.9696, 0.9704]]","[2.3011358489990235, 2.3014093418121337, 2.3011037109375, 2.3016101219177245, 2.301325623703003, 2.301286781311035, 2.30136117477417, 2.301093798828125, 2.3012898456573487, 2.30131095123291, 2.301536812210083, 2.301497385406494, 2.301215229034424, 2.3010937145233155, 2.301416417312622, 2.301264256668091, 2.301316458129883, 2.3010281860351562, 2.3012971309661867, 2.301359270477295, 2.3009192226409914, 2.300998966598511, 2.300663561630249, 2.299860618972778, 2.2950585872650144, 2.235327737045288, 1.3869303308486938, 0.7005697343826294, 0.5545850158214569, 0.4826636722564697, 0.43524802169799803, 0.4000615650177002, 0.36213888273239137, 0.34587689251899717, 0.3210114245891571, 0.3050689090132713, 0.2898841051697731, 0.27485589752197265, 0.26460694315433503, 0.24770093779563904, 0.23499868324697018, 0.2240476193666458, 0.21107486374378204, 0.20550790059566498, 0.19573401963710785, 0.19217070932388305, 0.18496555262804032, 0.17802511050701142, 0.16992155871391296, 0.1647437133193016, 0.16004883323311805, 0.15582690818309783, 0.15055179426670073, 0.14539074146151543, 0.13965817665457725, 0.13951313201189042, 0.1353050298988819, 0.13351273297220467, 0.13030006278455258, 0.12685471940040588, 0.12357331275939941, 0.12319152576625347, 0.11753824104368686, 0.11790847358703613, 0.1142812072917819, 0.11132151931077242, 0.10966840820610524, 0.10793793275132775, 0.10656085245013237, 0.10452463088929653, 0.1032353267043829, 0.10165123755186796, 0.10014544486179948]"
8,0.0,"[[0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1303, 0.3626, 0.6317, 0.7971, 0.8494, 0.8789, 0.891, 0.8997, 0.9057, 0.9138, 0.9203, 0.9249, 0.9292, 0.9308, 0.9333, 0.939, 0.9405, 0.9445, 0.9456, 0.948, 0.9495, 0.9492, 0.9537, 0.9544, 0.956, 0.9591, 0.9591, 0.9611, 0.9616, 0.9628, 0.9639, 0.9658, 0.9668, 0.9681, 0.9672, 0.9674, 0.9694, 0.97]]","[2.3023894397735596, 2.301687017059326, 2.3016900905609132, 2.301081476211548, 2.300796305847168, 2.3005151081085207, 2.2991381439208984, 2.2964676811218263, 2.2824211002349855, 2.1190181491851807, 1.19166277885437, 0.6546691072940827, 0.489214688873291, 0.41056839752197266, 0.36510829167366027, 0.3391510802984238, 0.31542032372951506, 0.29076038751602173, 0.2686904685258865, 0.253902339220047, 0.24310051746368408, 0.23113018283843995, 0.21820399823188782, 0.20397750859260558, 0.19271141880452633, 0.18291338901519774, 0.17510357280969618, 0.16872085192203523, 0.16228170433044434, 0.15977601296901703, 0.15357026027441026, 0.14680710156559945, 0.13979835621714592, 0.13311489941477775, 0.1286885672599077, 0.12393367711901665, 0.1226618711233139, 0.11989419953525067, 0.11641616087071598, 0.11438814576864242, 0.11238382492661476, 0.11117940081618727, 0.10897874662131071, 0.10697916277348996, 0.10424491483271121, 0.10252268809825182]"
8,0.02,"[[0.1135, 0.1135, 0.1135, 0.1135, 0.1011, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1714, 0.4193, 0.7536, 0.8348, 0.8689, 0.8883, 0.8984, 0.9054, 0.9138, 0.9199, 0.9239, 0.9277, 0.9323, 0.9349, 0.9403, 0.943, 0.9464, 0.9486, 0.9509, 0.9525, 0.9542, 0.9544, 0.9568, 0.9588, 0.9585, 0.9606, 0.9612, 0.9626, 0.9643, 0.9649, 0.9664, 0.967, 0.9661, 0.9686, 0.9679, 0.9678, 0.9686, 0.97]]","[2.3011174266815186, 2.3015567989349366, 2.3011289726257322, 2.3017458770751955, 2.3017632915496824, 2.301069651031494, 2.3017563362121582, 2.3012066425323487, 2.3019243743896483, 2.301527817153931, 2.3010383239746095, 2.30122198638916, 2.3006062313079836, 2.3006777740478515, 2.2980632957458496, 2.281530509185791, 1.962763653564453, 0.8100731895446778, 0.5286190134048462, 0.42242881840467456, 0.37318870577812197, 0.341902738237381, 0.3167045543193817, 0.2928867305755615, 0.2724445821285248, 0.2534408149510622, 0.23845898069143295, 0.22478710520267486, 0.21263638606071472, 0.1984311418056488, 0.18835291006565094, 0.17903558049201965, 0.16919527584314345, 0.16466851360797882, 0.15723917476534843, 0.15182351407110692, 0.14646841268092395, 0.1400785840153694, 0.13512858047783374, 0.13340944617390632, 0.12797253980338574, 0.12738837707042694, 0.12182267620041966, 0.11802147956192494, 0.11839711104780436, 0.11347952869236469, 0.11238303428292275, 0.1117697228461504, 0.10760186634659767, 0.10544399999976158, 0.10430696255341172, 0.10258508778512478, 0.1018683823093772]"
8,0.04,"[[0.1135, 0.1135, 0.1076, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1146, 0.1135, 0.1135, 0.1139, 0.2772, 0.5187, 0.6822, 0.7677, 0.8077, 0.8428, 0.8621, 0.8796, 0.89, 0.9001, 0.9055, 0.9111, 0.9151, 0.9188, 0.9214, 0.9252, 0.9271, 0.9326, 0.9355, 0.9388, 0.9411, 0.9439, 0.9458, 0.9492, 0.9498, 0.9513, 0.9524, 0.9551, 0.9562, 0.958, 0.9591, 0.9597, 0.9613, 0.962, 0.9623, 0.9638, 0.9645, 0.966, 0.9666, 0.9662, 0.9673, 0.9679, 0.969, 0.9696, 0.9708]]","[2.3011584632873534, 2.3014050895690916, 2.3013340488433838, 2.3006988136291504, 2.300597389984131, 2.3004255210876465, 2.3010284591674806, 2.300490082550049, 2.299606399536133, 2.2989592548370363, 2.2955308685302733, 2.2879032554626466, 2.245507146835327, 1.973499345779419, 1.1139564043045045, 0.7137541801452637, 0.5811026017189026, 0.49130968747138976, 0.4418942126274109, 0.4012817896604538, 0.3673015124797821, 0.34134194930791856, 0.32609284918308257, 0.3070909589529037, 0.29140673537254336, 0.27771021320819855, 0.2636352300643921, 0.24693290090560913, 0.24012740368247032, 0.22603961447477341, 0.2169006340265274, 0.20432340655475856, 0.19479866250157357, 0.1853752524971962, 0.17716434075832366, 0.17089172405004502, 0.16465961554050446, 0.1583829275071621, 0.1553161921739578, 0.14873500962257385, 0.1467115135729313, 0.14155738548338415, 0.1354330206990242, 0.1326244466125965, 0.1271632202208042, 0.12361945009231567, 0.12097769025564194, 0.11837557278871537, 0.115814716142416, 0.11352847360372544, 0.1101202932536602, 0.10800368879511953, 0.10647602001428604, 0.10330880674123764, 0.10001618787050247, 0.09826000403165817, 0.09702673786580562]"
8,0.06,"[[0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1038, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1136, 0.3648, 0.58, 0.7119, 0.7748, 0.8226, 0.8583, 0.8738, 0.8878, 0.8946, 0.9019, 0.9064, 0.9109, 0.9151, 0.9183, 0.9204, 0.9251, 0.9275, 0.9315, 0.934, 0.9371, 0.9398, 0.9409, 0.9439, 0.9454, 0.9467, 0.9477, 0.9515, 0.9526, 0.9541, 0.9564, 0.9578, 0.9597, 0.9601, 0.9608, 0.9613, 0.9621, 0.9635, 0.9642, 0.964, 0.9649, 0.9658, 0.9664, 0.9671, 0.9665, 0.9678, 0.9685, 0.9682, 0.9698, 0.9698, 0.9696, 0.9698, 0.9699, 0.9708]]","[2.3012623497009277, 2.3017621017456054, 2.301602593612671, 2.3010499519348144, 2.3010477890014647, 2.301114196395874, 2.3014605960845946, 2.3014643455505372, 2.301202601623535, 2.3016110679626465, 2.300954054260254, 2.301105093383789, 2.301322969055176, 2.29984609375, 2.2993057418823244, 2.2950633071899413, 2.2817837734222413, 2.215599054336548, 1.7737385543823243, 0.9499703880310059, 0.6694516087532043, 0.5604281517505646, 0.479612113904953, 0.4325037036895752, 0.3955921983242035, 0.3666175483942032, 0.34284762268066404, 0.32224284328222275, 0.3094463976919651, 0.2941262773156166, 0.2819696927547455, 0.2690136822581291, 0.2550303820371628, 0.24420562121868133, 0.2315818421125412, 0.2222884540081024, 0.20965228760242463, 0.20167530831098557, 0.19395228087306024, 0.18774719502925874, 0.1786078598380089, 0.17123807164430618, 0.16510405020415783, 0.1586742019057274, 0.15465416155457495, 0.1485000470086932, 0.14557248638048767, 0.13899692063927652, 0.13403378202915192, 0.12922932285815478, 0.1294844429731369, 0.12455791249871254, 0.12078465554490686, 0.1190018380343914, 0.11587755032777786, 0.114920719820261, 0.11354144110679626, 0.11200014010667801, 0.10965766564011574, 0.10987960458099842, 0.1069526281118393, 0.1062156545817852, 0.1057919242054224, 0.10418740353230387, 0.10238049044385553, 0.10276889061182737, 0.10080509298630058, 0.09866005049049854, 0.0984175343643874, 0.09765543875694276]"
8,0.08,"[[0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1153, 0.3112, 0.5161, 0.6615, 0.7615, 0.8147, 0.8465, 0.8694, 0.8847, 0.8942, 0.898, 0.9028, 0.907, 0.912, 0.9141, 0.9179, 0.9208, 0.9237, 0.9269, 0.9287, 0.9318, 0.9348, 0.9359, 0.9394, 0.9413, 0.9436, 0.944, 0.9465, 0.9481, 0.9503, 0.9521, 0.9534, 0.9539, 0.9549, 0.956, 0.9552, 0.9554, 0.9579, 0.9584, 0.9606, 0.9595, 0.9612, 0.962, 0.9627, 0.9644, 0.9647, 0.9661, 0.9657, 0.9667, 0.9673, 0.9676, 0.9691, 0.9681, 0.9704]]","[2.3012281421661376, 2.3014391059875487, 2.301013215637207, 2.3010905628204346, 2.301261948776245, 2.3013001510620117, 2.30163716468811, 2.301416026687622, 2.3012980419158935, 2.3010246681213378, 2.301227325820923, 2.301435947418213, 2.3012530883789064, 2.3011386180877684, 2.300680603027344, 2.30074977645874, 2.3006510917663574, 2.3000313972473143, 2.2994152759552002, 2.295595314788818, 2.289949872589111, 2.2378217178344726, 1.9126357885360719, 1.155510846710205, 0.7581919017791748, 0.5792153515338898, 0.5065816360473633, 0.4507348086357117, 0.408532007598877, 0.3804850886106491, 0.3609192637681961, 0.3411467316895723, 0.3255622496843338, 0.3097259070396423, 0.2987407835006714, 0.2860903691202402, 0.27266946778297424, 0.2592688222706318, 0.2515830268859863, 0.23938373838663102, 0.23373591437339783, 0.22296595331430435, 0.2146958537220955, 0.20612937877178192, 0.1982022776722908, 0.1924144185423851, 0.18631692821979523, 0.1771231763601303, 0.17240074151754378, 0.1666423433303833, 0.16170692547559737, 0.15725871188640594, 0.1525126958012581, 0.14660686444044113, 0.14357871105968953, 0.14272726885080336, 0.13894561313390733, 0.13494586464911698, 0.13308188199996948, 0.12804824741482734, 0.1278151468038559, 0.12329322949051857, 0.11970125963240862, 0.11843828540928662, 0.11446188263893127, 0.11349501992762089, 0.11127933809757233, 0.10697285933196544, 0.10610893468558788, 0.1027269332230091, 0.1023596506357193, 0.10007722827345134, 0.10014856727421284, 0.09801926222741604]"
8,0.1,"[[0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.2942, 0.5965, 0.6765, 0.7591, 0.8115, 0.8406, 0.8622, 0.8789, 0.8879, 0.8958, 0.9007, 0.9052, 0.9098, 0.9133, 0.9149, 0.9202, 0.9213, 0.9227, 0.9256, 0.9276, 0.929, 0.9312, 0.9328, 0.9349, 0.9364, 0.9374, 0.9388, 0.9417, 0.9432, 0.9453, 0.9482, 0.9487, 0.9509, 0.9522, 0.9531, 0.9541, 0.9544, 0.9557, 0.9579, 0.9592, 0.9596, 0.9606, 0.9609, 0.9614, 0.962, 0.9626, 0.9635, 0.9638, 0.9654, 0.9644, 0.9654, 0.9654, 0.9661, 0.9669, 0.9669, 0.9669, 0.9672, 0.968, 0.9673, 0.9681, 0.9688, 0.9696, 0.9699, 0.9712]]","[2.3010916049957277, 2.3016276107788087, 2.300950522613525, 2.3012888233184814, 2.3013041007995607, 2.301232704925537, 2.3013756420135496, 2.3012018466949464, 2.3014788635253907, 2.301275822067261, 2.301167319107056, 2.301175424194336, 2.30112301902771, 2.301648610687256, 2.301232881164551, 2.301338409805298, 2.3014220302581787, 2.3010938594818113, 2.301434854888916, 2.3011908206939697, 2.3017105625152587, 2.3011517379760744, 2.3015132804870606, 2.3012736526489257, 2.3017167541503905, 2.3012409118652344, 2.3013369232177734, 2.301054904937744, 2.3004350395202637, 2.2989695808410646, 2.294858896636963, 2.2476026710510255, 1.7922478733062743, 0.9923285144805908, 0.7269840916633606, 0.5944916902542114, 0.51716645860672, 0.4589446802139282, 0.4140747435808182, 0.391341889834404, 0.365976251745224, 0.34353720331192017, 0.3253644533395767, 0.314445237326622, 0.30173962007164956, 0.29025083258152007, 0.27537092876434327, 0.266276668548584, 0.25812341265678407, 0.2507431164741516, 0.2435676027059555, 0.2344056468129158, 0.22610354413986206, 0.22021629086360336, 0.214187352848053, 0.21077155303955078, 0.20377319977283478, 0.1965665468454361, 0.18929382224082947, 0.18510230727791785, 0.1802950300514698, 0.17265881110429765, 0.1687516532897949, 0.1637346006952226, 0.15947848365008832, 0.1555812005162239, 0.15197886548042297, 0.14888985716104508, 0.14310598167181016, 0.14127823110818863, 0.13790975350141527, 0.13555894991755485, 0.134005262953043, 0.13110131465606392, 0.12933259112238885, 0.12706892648637294, 0.1255311187684536, 0.12361976041793823, 0.12014765861779451, 0.1188762160345912, 0.11729392922520637, 0.11585255177915096, 0.11424473886787892, 0.11259499045796692, 0.11176753362417222, 0.10966467853784562, 0.1090673647660762, 0.10805875610113144, 0.1056660480171442, 0.10605371551513672, 0.10426614866703748, 0.10242949432134628, 0.10134693216085434, 0.1006685076624155, 0.09907166706770658]"
16,-1.0,"[[0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1028, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.2123, 0.6156, 0.7197, 0.7804, 0.8277, 0.8569, 0.8737, 0.8853, 0.8918, 0.8966, 0.8996, 0.9033, 0.9067, 0.9119, 0.9154, 0.9182, 0.9211, 0.9234, 0.9256, 0.9284, 0.9315, 0.9345, 0.9364, 0.937, 0.9393, 0.9404, 0.9421, 0.9421, 0.9438, 0.944, 0.9449, 0.9454, 0.9472, 0.949, 0.951, 0.9523, 0.9528, 0.954, 0.9555, 0.9559, 0.9572, 0.9577, 0.958, 0.9589, 0.9591, 0.9604, 0.9614, 0.9623, 0.9635, 0.9639, 0.9646, 0.9655, 0.966, 0.9666, 0.9669, 0.9672, 0.9677, 0.9683, 0.9686, 0.9698, 0.9701]]","[2.301110589981079, 2.3011379592895507, 2.3012315647125243, 2.301439433670044, 2.301180340194702, 2.3015219764709474, 2.3014285987854004, 2.3011867820739744, 2.301312093734741, 2.3014188026428224, 2.3015769233703613, 2.3010960918426515, 2.30146446723938, 2.301069359588623, 2.3020287799835204, 2.301286127090454, 2.301090665435791, 2.3015336696624757, 2.3012460300445556, 2.301427098083496, 2.301208926773071, 2.3012361518859863, 2.3013179069519043, 2.301261283111572, 2.3007539764404297, 2.3006210083007814, 2.299434280014038, 2.297419393157959, 2.271180647659302, 1.8633373556137085, 0.874043906211853, 0.6472428136825562, 0.5500790342330932, 0.4855718808412552, 0.4429412531852722, 0.41161797437667846, 0.38817622895240783, 0.3630215350151062, 0.3447023314476013, 0.3352961645126343, 0.3146085578918457, 0.30037887405753133, 0.286358780670166, 0.27438521835803986, 0.2633853971004486, 0.25351321341991423, 0.24500797984153033, 0.23516670088768005, 0.22770070924758912, 0.22102088699340822, 0.21361561651229857, 0.2074686863720417, 0.2002424170255661, 0.19391138672828676, 0.1897154409170151, 0.1878676982522011, 0.18422856231927873, 0.18070266313552857, 0.17720158149003984, 0.17248312447071076, 0.16966138752102852, 0.16321206914186479, 0.1582514594256878, 0.15437987491488456, 0.15014159344434738, 0.14672256010770798, 0.14450734497904777, 0.14130753773450852, 0.1384299511447549, 0.1361348904967308, 0.13412884995937346, 0.13224984600543976, 0.13102699483036995, 0.12801845206022264, 0.12652891577482223, 0.12452030496746301, 0.12188032110929489, 0.11968424189090729, 0.11781675927042962, 0.11641739586815238, 0.11575832040905952, 0.11463296234309674, 0.11353393971025943, 0.11258630999177695, 0.11200396188497544, 0.10968398134894669, 0.10930764535665512, 0.10830004152357578, 0.1065671560972929]"
16,0.0,"[[0.1135, 0.1135, 0.1135, 0.1135, 0.1135, 0.1136, 0.1135, 0.1143, 0.2411, 0.3302, 0.5477, 0.7564, 0.831, 0.8581, 0.8772, 0.888, 0.899, 0.9042, 0.9106, 0.9172, 0.9235, 0.9257, 0.9309, 0.9328, 0.9351, 0.9383, 0.9406, 0.9437, 0.9436, 0.9463, 0.9471, 0.9497, 0.9531, 0.9545, 0.9544, 0.957, 0.9569, 0.9575, 0.9585, 0.9584, 0.9607, 0.9607, 0.9642, 0.9646, 0.9656, 0.9654, 0.965, 0.9673, 0.9679, 0.967, 0.9682, 0.9686, 0.9684, 0.9695, 0.9696, 0.9689, 0.9701]]","[2.3012071895599364, 2.301279528427124, 2.300933058929443, 2.3008804359436037, 2.300579857254028, 2.3003463668823243, 2.2995556621551514, 2.2966520248413085, 2.285592113494873, 2.208430447769165, 1.5225861797332763, 0.7796151987075806, 0.5491071625709534, 0.4588390720367432, 0.4033499305725098, 0.37045155754089354, 0.34509405878782273, 0.32241803755760196, 0.30338466033935546, 0.28682937324047086, 0.2687794201850891, 0.25058642952442167, 0.23478577024936675, 0.22404891881942748, 0.21513697571754456, 0.20576136786937713, 0.19569091486930848, 0.18591562888622284, 0.1781170815706253, 0.17232064156532287, 0.16643825169801713, 0.15717238020896912, 0.15029392006993295, 0.14425178392529486, 0.14265103454589845, 0.13896334806755184, 0.13819920681715012, 0.1348940405547619, 0.13276489178538323, 0.12762480344474317, 0.1260410619199276, 0.12394978742226959, 0.11829130558371544, 0.11554111565351487, 0.11297597378790379, 0.11201712802946567, 0.11136536190807819, 0.11128393170684577, 0.10832467725872993, 0.10933318386673928, 0.10820142065584659, 0.10616331660747529, 0.10726188198886812, 0.10620814323220402, 0.10465829550623894, 0.10645871999710799, 0.10205581901967525]"
